"@eli_22rivas @Pariver1021 no bueno eso ya es otro pedo wey, jajaj es así de ups ya no hay pa donde hacerse no",N
No llores por alguien que en estos momentos esta sonriendo con alguien mas.,N
Mi chititito se acabo el primer huesso :),P
"#ElGranTruco es enamorarnos cada dia , no cuando nos van a perder ?",P
"—¿Mamá me dejas salir ahora?. —¿Con quién ? —¡CON LOS TERRORISTAS, TAAH TAAH! @AndreaZuni_ @CaSeReS_T",P
@AxeelCaR jajajaja aun no seeee oye md :),P
Jamás en la vida me imagine que fueras así #quedecepcion ??,N
@conagua_clima  nada de nada en #Tuxtla #parquemorelos ni una tormenta,P
"Me sorprendió este semestre, Hice el intento por tener buenas calificaciones :D",P
Te doy mi vida si te quedas en ella @arlettmendez1,O
"Que me esta llevando la tristeza, que me estoy bebiendo este dolor ....",N
Y ne dejo intrigada...!,O
"@ferbv Ujuuu, ahora soy feliz",P
A veces me da por decir estupideces(:,P
"El novio que YO quiero: Cursi, pero no empalagoso Celoso, pero no psicópata Horny, pero respetuoso Lindo, pero solo con mingo... ?",P
Uno de los lugares más impresionantes a los que he entrado… @ Museo Memoria y Tolerancia http://t.co/zzbDRgTnpR,P
La hipocresía abunda cada vez más,N
¿Quién dijo que una mentira puede hacer feliz?,N
"Que te hable bonito atrae, pero que te regale unas botas ? Enamora!",P
@HELL_HUESOS en total y absoluto acuerdo.,P
@ElBorregoALX Bendito Dios llegaron con bien... saludos y toda a buena vibra en tus prsntacions ... y BuenProvechito ;-),P
"Por que nadie chuitea, ¿no tendrán tiempo o dinero?",O
Me choka depender de algo ó alguien para hacer las cosas... ??@akoky_jorge @escarlita9,N
La derrota no será parte de mi vida !,P
"@diego_alfaroa De verdad:) no sé. Abrí la caja, sé movió y pues yo sentí que me iba a matar a mi.. Y le gané:)",P
Fresca como lechuga:),P
"- Ale, estas enamorada?- NO! Porque? -Y el tal.. - No lo menciones, y deja de preguntar eso... vv'",P
@JavierdelMoral1 andale tú si sabes hahaha nocierto madre no somos iguales jajaja!!! xP,P
Me gusta el olor a lluvia,P
"Ayer pedí que te murieras,que te cargara la tristeza ,que todo el mundo te olvidara ",N
"que tu belleza se acabara, para que nadie te quisiera.",N
Felicidad es saber que una paciente se salvó de ser amputada de su pierna.,P
@PerlaZuzuki presente en Plan ejecutivo de pavimentación urbana y rural #TodoPavimentado @guillermopadres http://t.co/oyUZQ3o9T9,O
Mañana ah golletear(8,P
Y no funciono xD,N
@Cris_Blake Gracias,P
En estas 4Horas que han pasado ... No se que decir .,O
En TUXTLA vista panorámica http://t.co/Cr8NcWmEZK,O
@AlonzM jajaja ese es amor del bueno #esley,P
"@garciatorano @futpicante no la pasen al final, muchos trabajamos queremos verla pero tenemos que madrugar... No necesitan eso para raiting",N
@thevictimas te amo mi bobo,P
Impresión en vinil autoadherible 720 dpis. @ CAF impresiones http://t.co/QN9hiJVuX2,O
@aangeelr15 Ya porfa,O
@shesatease @CHILISMEXICO yo quiero ir Por favor!!!,P
"Me has condenado a refugiarme en otros brazos, me has condenado a buscar otros amores.",O
@RaulOchooaa te cae  bien ??!!!!,O
Creo que esta enojada... ¡Bah! La vida sigue.,N
Iphone te amo ?,P
@Ivan_Cus quizà ya mañan le enviaré was.,O
@OlmedoPato habria que revisar los colchones en todo guarida d cada rata priista,N
Mañana noche de Ver a Cruz Azul Ganar&lt;3,P
Necesito mis lentes... ????,N
@iGeraEscalante cuando Apple invento a Siri todos los teléfonos sacaron comando de voz!!,O
@sistanattyklahu pinche vieja gorda te extraño un putero.  Ya hay ke parlar neta,P
#mexico,O
"@mariofmorales si, yo voy jaja ah! Hoy llegue por cierto jajaja :D",P
@MarioT_Cano jajajjaa pinhr wey,P
"@GelyBerry me parece muy bien, pues yo estoy bien y en la escuela voy bien, bueno la verdad no jaja",P
#SoyFutbolero y #GuerreroDeCorazon #GuerreroNoCualquiera !!!,P
@I_am_Sinsajo ¡YAAAAAA! :( haces que se me olviden las palabras.,N
O denles un madrazo y que ya quiten esa puta cara y finjan felicidad....??,N
Que oso que casi toda la escuela sepa que tu novia es bien golfa menos tú.// uy como tu ex @FrancciscoHM,N
Superalo superalo superalo superalo superalo...Fuck /:,N
@GrissAshanti oye jajajja shhh,P
Miralo? Como no enamorarte.,O
Jijiji (@ Fraccionamiento Las Palmas) http://t.co/ssWVyoS04G,P
Epitafio: “Traté de ser decente”.,O
@GabbiiGuzman obviooo y mi tamal del otzo,O
Quien habla conmigo? :D,P
Antes cruzaba un océano por ti.. Hoy no me mojo ni un dedo.,N
@YouTube que tal amigos esto es algo de lo que estamos realisando para todos udstedes esperamos que sea de su agrado,P
terminando de ver el ultimo episodio de #thenanny me hizo mi dia @frandrescher,P
@ContactoRioRoma @Galavision @RioRomamx @mexico_suena NO POR NADA DEL MUNDO ME LO PIERDO;),P
@jrmvozencolor quienes son nene?,O
Realmente espero no me decepciones.,N
Cruzamos la mirada y un par de palabras…,O
El secreto esta en encontrar a una persona que ame tus defectos y virtudes.,O
@MarianaAndradeB @MariferGlezz estan bien guapas chicas,P
#Telediariomty Achinga! Apoco habia descuento en los q usan #TrajetaFeria ?mmmApenas me vengo enterando que bueno que ni la uso! Jajaja,P
Algun dia se dara cuenta de porque?,O
@ValeriaSussettG yo TA aun mas!!,P
@fheeersuiice neta quieres que me valla? ;'(,N
Starbucks &lt;3,O
"Poresita, no tiene ni el mes de novia y ya es maaaaaaah chiva.. #mejorNi",N
Pinche Ariiii eres un desmadre ya mejor ponte a buscar trabajo,N
Futbol *.*,P
No mames,N
Talvez nunca sea tarde,O
@SritaGutie ya y me regalo 2 por cierto no lava bien el nistamal porque me salio una piedra &gt;.&gt;,P
#ElGranTruco hacerte del rogar,O
Cada sonrisa es diferente pero todas generan felicidad. http://t.co/JbOCYGPH24,P
"Que les pareció el lavado exprés de la naturaleza! Muchos saludos!”// Lluvia purificadora. Saludos.""",P
shhhh bitch! .l. jaja http://t.co/cjTq00BGyI,O
@GilGarza11 sludos pelao andate super xD,P
"Estan pasando tu tema favorito en la radio, empieza a hablar el locutor y vos estas http://t.co/6KdNHa8VQ8",P
@GascaBrothers  SI NADAMAS QUE NO ME PUEDO MOVER,O
Aun no se que hago hablandote ?,N
"Si unificamos aranceles, los diseñadores competimos por calidad no por el costo. Así eliminamos la competencia desleal.",O
Existe algo más difícil para un ser humanó que descubrir que puede alcanzar el poder???,O
La sexta precontingencia por ozono declarada ayer en el Valle de Mexico fue levantada esta noche,P
"Dice que no le gusta gastar gasolina, va a la gasolinera que esta hasta el aeropuerto solo por gusto #Boss #Fail #Papa",O
@deporteseltigre cuando se hace una Carne Asada? Dile al Prof.Luis que si ya se olvido de los pobres? de quien lo mando a las grandes ligas,P
“@nachoarvizu: “@Dinero_Exc: ¿Cómo luchar contra el 'mal del puerco' y su impacto en la productividad? // Dejando de tragar como tal! Jajaja,P
Se puede morir un perro de la tristeza! #MeEncantaEsePerro,O
Ja ja ja ja ja ja ja Tu no eres el futuro solo eres un imbécil mas Estado: Salvaje,N
@profeco como meto una queja vs @gnpseguros y @honda no me Quieren mandar grua x siniestro y afecta visibilidad 100%. Urge p meterla mañana,N
Correr para exorcizarme de esos mariscos.,O
Todo se resume en palabras y promesas olvidadas!,N
@AlejandroSanz ya que andas en tu tierra me podrias mandar un súper regalo el libro del @Librotiopaco con tu autografo y el del tío? Please,P
@xavelito @macako88 @moriseloso @guerreton 0/ donde y a que hora toy kn morrrriiisss en sears,O
“@calibre50eden: Celveza y alitas viendo la final de basketball @ Buffalo Wild Wings http://t.co/fR9o213SZb”?? ay amo las alitas del Wings!,P
No me tientes #JJ que no sabes el alacrán que te estas echando a la espalda #YoSeLoAdverti ????????,O
@SaanColin vete al carajo Gabriela yo no conseguí boletos casi lloro TE ENVIDIO,N
Ta vez dormire en debajo de un puente.,N
@DaphneGaba borrachaa manipuladoraa tomaa otros 30 y yaa jejeje hasta para tus chichess jejeje  ya estas ok  ssshhhh a mano okidoki ^_^,N
@exa_neteando @exa_anaestrada @exa_k en estos momentos es cuando lamento no tener #Computadora :(! Suerte que pronto lleguen a su meta ;)!,N
Comienzo a sentir que realmente necesito un descanzo,N
Buuuuuuuuuuuuuuu..............,N
@eizamusica Te Amo y aqui tooy para defenderte de la tonta belibobaa :( *PERDON BELIFANS*,N
Bueno si ire a la kermesse o/,O
@AleCarreto_ no había visto esto hahahahaha la estabas viendo también?,P
@pepefan64 @TorodeBabel @PepeAguilar jajajajajajajaja me conoces o hablas al tanteo =) #Apuesto a que si =),P
"La única vez que se debe mirar hacia atrás en la vida, es para ver lo lejos que hemos llegado.",O
La selecta le esta haciendo huevos en Venezuela.,N
@Danny_14CU jajaja dos tres eh no estaba tan bueno jajaja ntc,P
"Checa ""Al 100"" Nuevo Video de @ManotasOficial y @EptosUno en la web http://t.co/kYrfPppO4H",O
Y me dejo intrigada...!,O
@CRUSTACEO Buen Kro. Que onda? Como estas? Un saludito no? Te escribo desde Tabasco :D,P
"Tu,yo?? y una familia juntos?? piénsalo?.",P
El transporte durante el holocausto… @ Museo Memoria y Tolerancia http://t.co/lpsXcQDhr5,O
@camiorantes1. Hahahhaha ironía hahahha,P
:O Hija de su ****,N
@Bren_delatorre @santiesteban26 Eso es todo Santiago!!,P
Niestachidoserchaparra:(.,N
"En mi vida nunca había estado más nerviosa, como lo estoy ahora ! :$",N
"@UlisesOntiveros Ojalá no se metan en nuestra Platica xD, Pero aun así fue un Gusto saludarte xD",P
"Con los pies siempre sobre la tierra, bien activo sigo dando guerra...",P
Todo lo que quiero hacer esta prohibido  o es muy cara o esta muy lejos. Bravo,O
@YahirSR Hahahahahahahahaha ala verga puro monkey xd,P
Asi me gusta noems :p,P
GisVizuet jajaja! Hay que irles a pedir azúcar. ??????,P
@Eduardo_Ponce89 prometo que por mi parte volveremos hablar como antes :),P
Por qué? Por qué hay tanto humo #EnGuadalajara ?,N
"@Daan2502 ¿Sólo gané aplausos? mñe, no vuelvo a responder ddddddddd",P
No existe un lazo entre tú y yo .... (8),P
¡Atención! Termina la fase de precontingencia en Valle de México.,P
Ya a dormir!,O
@aLiNe_Rch que gusto me dio verte !!! Pero nos falto mas tiempo !,P
Saluuu @ Plaza Genovesa http://t.co/XcT499XQz4,P
@MelanyAlvarez__ No que sea necesario mi amor para hacer muy feliz! LAAMO ?,P
@Pariver1021 @eli_22rivas jajajajajjajaja si wey ya somos 2 en el aeropuerto jajajajaj????,P
Dormí como 3 horas.,P
¿Qué nos paso? /:,N
Por qué? Por qué hay tanto humo #EnGuadalajara ?,N
Ya llegueeeeeee!! (@ Aeropuerto Internacional de Monterrey General Mariano Escobedo (MTY) w/ 23 others) http://t.co/wRTAvIUN0K,P
"@IVANCILLO13 @wichoman29 hay amiguitO pues te recuerdO qee tu eres el cOtizadO, perO estOy de buenas, asi q fletate y nOs patrOsinas la Otra",N
@NormaMendoza6 Dijiste que no me amabas mas ?,N
¡ANDO QUESISIMA! \o/,P
"@TabascoHOY Michelle Rodriguez, Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster #RápidoYFurioso6",O
@gabo_casta  Jajajajaja #Geenaro... Ya te dije que te la busques gringas,O
Tengo que hacer intercambio a mi mama,O
"@Are_areee OEA que bonito, pero me las tienes que mostrar eh",P
Saben? Tengo miedo por ESEM! #Chiale!,N
Cenita de maestra Viridiana!! (@ Viri's House) http://t.co/G4Kzyifvtf,P
No hay nada mas gay que @Madarfaker exepto @Legolumm el es mas gay que un puto con tanga,N
I'm at El sazón de León http://t.co/SaEThk337l,O
O tal vez era una bomba de humo!!! Porque ahora ya no se ve nada!!! :P,N
Estoy triste pero de pie,N
"Los hombres son como los alacranes, pican y se van ... Palabras de mi maestra de Literatura jaja c:",N
Hoy le gane a @davidpecero,O
@UnIsmael nene como se llma amilcar??,O
Realmente espero que no me decepciones.,N
Que tanto harán!!?? /.\,O
@mhonividente me casaré con mi novio Emmanuel¿ #preguntaleamhoni,O
El programa de Animal Planet q están pasando ahorita es CUTENESS LEVEL 9000 !!!!!!!,P
Puñetaaaas,N
A ver que tal esta la picture (@ Cinépolis for Star Trek Into Darkness w/ 2 others) http://t.co/34GXqc0Wrj,O
@gabominilemur NO MAMES! ¿Qué onda con tus vecinos?,N
ver que uno de tus hermanitos se caiga y se ria jjajaj es unico pee,P
Si te quisiera no hubiese hecho eso. Uuuuuuuh!,O
“@prodanmty: Los Prodanos estamos planeando todo para el 3K PRODAN http://t.co/WylowOfMRE”suerte!!,O
¿Qué haríamos sin el Sr. Viejito de la biblioteca? Es un crack para encontrar información. Lo amo.,P
Es una vaca,O
Flores. ..listo. ..chocolates. ..listo (at @HEB_mexico w/ 3 others) http://t.co/v030YzL4yv,P
@karenjuarez19 karina! Dice el Jorge que TE acuerdes de las maracas!!!!!!!!,P
"Cerebro de mierda no es un insulto, no se enojen cuando les diga así, me sale natural.",N
me dare x vencido,N
"No soporto la gente que hace y dice de todo para llamar la atención, dan lástima..",N
Ah pos que enana. http://t.co/v48PsLUpuw,N
Cuando me marcaba y decia : te hablo para recompensar lo q no platicamos en la tarde !!!! Aww q bonito le decia io y el : no seas cursi ! :D,P
"Ama me duele el oído, bueno me duele todo ):",N
Hoy haré algo que tiene mucho tiempo que no hago... VOY A ESTUDIAR BITCHES!,P
Distante pero no ausente.,O
@loreeserranoo necesitamos platicaaaaaar q pasooooo :(((??,N
@steph12Gallegos owwwwwwwwwe :'3 cuerishhhhh,O
@bobydj1 jajajajaja usted siempre sale con algo que me hace reír boby jajaja tan lindo que es ????,P
A darle candela ! Que mñn será un día agitado,O
Se me cayo un pezon,O
Pinche dia mierdero.,N
"De los Mismos creadores del Patrón del Mal, Del Rey Sin Corona, de La gran estafa llega x VTV directo a sus pantallas http://t.co/yGAArAJqrB",O
Delicioso. (@ AMALFI Pizzeria) http://t.co/ldBVl31P4J,P
@__ForeverLinnet nada guapura aqui en mi casa aburrideishon!,O
"Que me desee buenos dias, buenas tardes y buenas noches, #noporquemecaso.....#inlove",P
Te extrañaba! (@ Ciudad Deportiva w/ @cherroso) http://t.co/7lz9GMYpjA,P
Me encanta el cabello de mi novio,P
Esperando las 8:30pm (@ Central de Autobuses w/ 2 others) [pic]: http://t.co/MLn6mu30qT,O
"No vivas dando tantas explicaciones, los amigos no las necesitan, los enemigos no las creen y los estupidos no las entienden.",O
"Felicidades, me perdiste",O
Venganza es hablarle mejor a los amigos de tu ex.,O
"Carajo, tsunamis mentales.",N
@lizi_Ramirez Shi! Sino si te hubiera dicho! :3,P
" yo deseaba tanto estudiar ballet, pero realmente era todo sobre el tutu",N
"Lo que des, recibirás aunque a veces venga del lugar de donde menos lo esperabas",P
Vez por no estar conmigo el cielo se esta cayendo ????,N
Foto de dianamoreno29 http://t.co/fILzn3mJix a ver señores.. Yo tengo el secreto para conquistarla ?? @dianaMmg  $$$,O
@UnPoetaDice: #ElGranTruco está en hacerla enojar poquito para después contentarla a besos.Por eso te hago enojar tanto @stephamyvaladez,O
Que difícil es sacar algo que esta tan metido en tu corazón!! ??????,O
Listo ya mero a casa..... y mañana nos vamos a México cosas de negocios verdad  Coco (@ Estrella Roja Central CAPU) http://t.co/0da22ZuA3w,P
@Bboymark93 \O/ mejor ya no quiero nada Jajajajajajaajaja... Es juegandito,P
#EstúpidasYSensualesGanas de seducirte!!!!!:$,P
Hechando Retuits!! O ke????,O
Todavía no corro y ya me cansé:( (@ Parque La Silla) http://t.co/Tta2onsQ8J,N
Muriendo de soledad como alma en pena muriendo sin poder amarte como condena.,N
@tavito_360 juuuumm noo le das nada a nada a :c @kevin_KVN_97 :c,N
#Mis15Debilidades loa globos helio,O
"Regresar con tu ex es cómo comerte tu vómito, vomitarlo y comerlo de nuevo.",N
SIGUEME Y TE SIGO:),P
Noo puedo leer mis whats :'(,N
"Los hombres engañan más que las mujeres; las mujeres, mejor.  JajaJaja ojo chavos!!",O
Hay canciones que no deberían categorizar como canciones.,N
#managerdetribuna un saludo desde Monterrey México siempre siguiendo sus transmisiones Ernesto No no no no no y arriba los súper yankees,P
@JaquelineTurret jajaja :*,P
Todos los de mi salón preguntando si ya nos reconciliamos jaja :3,O
"Llamen a Chicken Little el cielo se cae, seguro el sabrá que hacer.",O
"Cuando le Mandamos Un Tuit a Adrián,el dice ""El dondecarajoestamiceludance!""",O
Porque De tantos Tuit's Vibra Y Vibra el Iphone Y se va:B,P
@YadiraRMateo oye me alegro saber de vos de nuevo :$ he *-*,P
@salazar_karlita yo de nada .___.,O
¿Ya puedo considerarme gente civilizada? Digo él quiere con mi ex xD,O
@mighunglow ya te mande una,O
@lauraph97 me enamoraste ??.,P
te quiero mucho más de lo que puedo!!!!!,P
@camiorantes1. @AndreaAlegria_  me los imagino hahahhahah,O
@laalooLaaraa un poco viejo el balonsito,O
¡Woow! Que padre es que tu hermano el más grande te enseñe su título. Se siente tan bonito :'),P
#ElGranTruco esta en dejarte el peinado Beatlemaniaco... http://t.co/ljI0KoLoxI,P
@priscycouture @Yes_fles jajajajaja un trauma para toda mi vida las amo muchísimo,P
@Soniarojasp  hola amiga buenas noches esperemos que mañana sea mucho mejor,O
Hat trick de Varane. Madrid 7-0 Bayern @javiermollinedo,O
Pero q ganas de acabar ya!!! Mañana a tope con nuestro último examen (espero xD) @JennyMateos,P
Pues estoy pensando en irme a Guadalajara...,O
A jugar un rato ojala y llueva (@ Mision De Huinala) http://t.co/9Y4BRSz1FV,O
@mahyum ya pronto nos veremos,O
"Quizá, cuando termine de estudiar.",O
#mecagaque no pueda cenar tacos a gusto sin que llegue un desafinado a cantar.,N
Peleando por subir al bus U_U (@ Plaza CENTRASUR) http://t.co/TycPttfXdi,N
tengo hambre:(,N
"@_FerFarias jajaja nah solo se me hacia bonita, equis jajaja",O
Por fin regreso el internet a mi casa por fin!! :'),P
Me siento tan vacía.,N
@migahaaz @la_ovni neta aldito me creerías capaz de hacer eso??? Jajajajaja son los alucines de jackelina con el arenero de kittydi q esta,O
Carteles colgaré para mostrarte como debe de ser.,O
Sudar hasta sentir que estas bajó la regadera... ??????????,O
SI ME SIGUES TE SEGUIRE QUIERES PROVAR SOLO TE TOMARA 5 SEGUNDOS Y SI NO TE SEGUI DEJA DE SEGUIRME..,O
Hoy si me voy a tomar la noche!,P
Pide menos likes y lee más.,O
@SuperboletosMx puntos de venta para los boletos de slava's snow show?,O
":D ya se donde es, solo es cosa de que se animen todos :) tu ya súper puesta @vhiG_  ?? @tequesquitengo",P
Parmesano y jamon porfavor.. (@ Subway) http://t.co/PCxPJZROwn,P
Por fin! No veía la hora en que se acabara el semestre! Ahora a dormir todo lo que no he dormido en 3 semanas,P
Mi casita! :) (@ Barrio San Miguel) http://t.co/v6mpdTVdUw,P
“@ChisteSorpresa: ¿Recuerdas nuestro primer día juntos? ¿Nuestra primera sonrisa? ¿Nuestra primera mirada? Yo nunca lo olvidaré.”,P
Que no daría por salir corriendo a donde tu estas..,O
@CaroRodriguuez ya me ire pues,O
Impresionante… @ Museo Memoria y Tolerancia http://t.co/7FDHoA0N7W,P
"Emmanuel, evita comentar eso.",N
"#weather Right now the weather in Tequixquiac, México is Lluvia débil con truenos and 17°C #tequixquiac #mexico",O
@punk_cm99 bueno:3,P
@Jacovich_GMA @Alessa73 @Washingtongue @ManceraMiguelMX NO ME OFENDAN A @ManceraMiguelMX ES QUE OCUPA ENCUESTADORES DE @lopezobrador_ JAJAJA,N
"@pautappia Jaja u_u gracias, pero ese gym es del diablo D:",N
#Mis15Debilidades el flan napolitano,O
Tengo ganas de que mi novio me de un súper abrazo :'/,O
"Como ya es costumbre, no tengo nada que hacer -.- Estoy Aburrida :( http://t.co/CHYONROljk",N
Que feo se siente :/,N
@DonRambaro @Gabo_stk1974 En la cuidad les decimos cacomixtles jajajajajaja,P
@LupitaDDe que tarea tenemos !?,O
#CruzAzulCampeon ?,P
"@EsaLuu__ jajajaja, te amo más bebechi.",P
@072GDF @ManceraMiguelMX @Sacmex si es pasando perisur a la altura de la iglesia dirección sur / norte,O
"@YaeloGeded @monicabarroso1 @AlanVargasSaenz @maluisa_barroso pussy. No te laves las manos, yo quería hacerlo primero... hahaha ;)",O
Ver tu retícula de estudios y sentir que vas morir con 36 materias de matemáticas,O
@ESPN_Beisbol: #MiércolesSabermétrico ¿Quién es el jugador con mejor combinación de poder y Velocidad en la Liga Nacional? Carlos González,O
Quisiera amarte menos por que esto ya no es vida. Mi vida está perdida de tanto quererte...,N
Alejate procastinación de este cuerpo chambeador,O
"@ClaudiaGalvan_ Me paso de todo changuis de todo, no te imaginas ????",N
@iHuesitos_13 neeeee'h no le tengo miedo e.e jaja ok no cierto si cierto ._.,P
@_mariarod6 pinche insanity wey lol,P
@osoriojua   esta hermoso como lo pongan  @xqElAmorMandam,P
“@fcogrimaldo: @veroniqueslp ¬¬ irás a pracricar canotaje por el Boulevard verdad???” ya seeee!!! ??????,O
#ElGranTruco es vomitar después de comer para no engordar. De nada.,N
Otra en vinil... @ CAF impresiones http://t.co/zgFxdkiNfG,O
@GabiithaRi igual a ti. ??,O
